geometry,Dmax,Nfaces,host_mean,host_std,init_mean,init_std,storage_MB,n_runs
Hex576,4,2,1.1395026,0.00335241174837046,0.011124639999999998,0.00017321271103849776,0.213912,50
Hex576,4,3,1.1378944,0.0033030321011495558,0.011068640000000001,0.00016669925994228688,0.213912,50
Hex576,4,4,1.1372176,0.002678371085841062,0.01112482,0.00014955576258522758,0.213912,50
Hex576,4,5,1.137733,0.0027108890401038406,0.01103008,0.00013784594180994,0.213912,50
Hex576,4,6,1.1376511999999999,0.003572485352221449,0.01106574,0.00016511020562036738,0.213912,50
Hex576,4,7,1.138058,0.0028280086020132772,0.011073439999999999,0.00021816013216283622,0.213912,50
Hex576,4,8,1.1379468,0.0034058140205914223,0.0110622,0.00016727003708411872,0.213912,50
Hex576,4,9,1.140686,0.010490484706997821,0.011071880000000001,0.00018513554218353587,0.213912,50
Hex576,4,10,1.1403508,0.003368995393167482,0.011136440000000001,0.0001384389882561548,0.213912,50
Hex576,4,11,1.142639,0.0147675395889161,0.011179360000000001,0.00011565020447849782,0.213912,50
Hex576,4,12,1.140549,0.008535845247052738,0.01114678,0.00011742375554949243,0.213912,50
Hex576,4,13,1.1392714,0.0026006922233928953,0.01115002,0.0001350918795426555,0.213912,50
Hex576,4,14,1.1407384,0.0032003439611060164,0.011135820000000001,0.00021144350236854652,0.213912,50
Hex576,4,15,1.1408542,0.003340205963342833,0.01113828,0.00019128395816968345,0.213912,50
Hex576,4,16,1.1374126,0.002551476411325624,0.01110096,0.0001535368014117628,0.213912,50
Hex576,5,1,0.80709226,0.004395717785457542,0.044280799999999995,0.0002885806222014985,1.33967,50
Hex576,5,2,0.80906634,0.010755424037618406,0.0443009,0.0003248882539443689,1.33967,50
Hex576,5,3,0.8152038,0.0036935066077136555,0.043979660000000004,0.0006500160943062433,1.30652,50
Hex576,5,4,0.81618486,0.007945876728215716,0.043751420000000006,0.0003737444881854175,1.30652,50
Hex576,5,5,0.8149284400000001,0.003321541080490758,0.04372636,0.0003536145578312694,1.30652,50
Hex576,5,6,0.8159323,0.00361313784284914,0.043582020000000006,0.00032315103501083064,1.27305,50
Hex576,5,7,0.81942828,0.003466717491359508,0.04317642,0.00032986262384854194,1.25606,50
Hex576,5,8,0.8203767399999999,0.01089593299675599,0.04322446,0.0003298159171169175,1.25606,50
Hex576,5,9,0.86021208,0.015331494179935224,0.04022074,0.00036675553833304163,1.10204,50
Hex576,5,10,0.8571737,0.0033141628379315634,0.04030572,0.0003022415603723726,1.10204,50
Hex576,5,11,0.85727458,0.003518490301773396,0.040256059999999996,0.0003673232691807482,1.10204,50
Hex576,5,12,0.87495284,0.0033209735870244925,0.03849874,0.00030312062729856854,1.0326,50
Hex576,5,13,0.88084424,0.009795222270524527,0.038136420000000004,0.00026883946275555197,1.01538,50
Hex576,5,14,0.88000344,0.003480805549271138,0.03807526,0.00031123754364059116,1.01538,50
Hex576,5,15,0.9006576599999999,0.004084461179511777,0.03573244,0.0002833686687849939,0.927864,50
Hex576,5,16,0.90149022,0.010053874256367902,0.03569888,0.0003198659566194588,0.927864,50
Hex576,6,1,0.58620364,0.0030760181308348163,0.24342838,0.002188828974868636,9.32362,50
Hex576,6,2,0.6278723,0.0035048232786098745,0.22312146,0.0013691351241434378,8.09274,50
Hex576,6,3,0.64398666,0.014072785954269825,0.21145213999999998,0.0012065512837870428,7.44935,50
Hex576,6,4,0.7012305000000001,0.003146580400098767,0.15669438,0.0008721299259600604,5.67217,50
Hex576,6,5,0.7171711999999999,0.0032163038109111553,0.13951940000000002,0.0008464379143547059,4.88913,50
